NavB_up.ES	MemB_up.ES	CD8T_up.ES	CD4T_up.ES	NKcell_up.ES	Monocyte_up.ES	NavB_dn.ES	MemB_dn.ES	CD8T_dn.ES	CD4T_dn.ES	NKcell_dn.ES	Monocyte_dn.ES	NavB_up.pval	MemB_up.pval	CD8T_up.pval	CD4T_up.pval	NKcell_up.pval	Monocyte_up.pval	NavB_dn.pval	MemB_dn.pval	CD8T_dn.pval	CD4T_dn.pval	NKcell_dn.pval	Monocyte_dn.pval
THCA__TCGA-FE-A232	1.28197133157706	2.11298175789528	0.862900886722758	-2.19597786019898	1.58600047469183	-13.2153321932613	-8.15367278016783	-7.78652264084753	-8.45440050964092	1.36121461443865	-6.05420637832127	1.65851316373546	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FE-A233	-2.17065764032552	-2.89855555586194	-3.85561449716582	-2.43407412584728	-3.52480382708938	-15.9386768009071	-7.33397078595877	-7.68279689282163	-7.1754970547583	-5.22710770868495	-4.12401580797448	-2.08065727107619	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FE-A234	1.39585815252755	2.38511628777932	1.16474646434304	2.63280002956872	1.56206129793674	-7.20053634434911	-6.7083565345417	-5.90885129984904	-6.55038533176495	1.53181779642468	-4.34347686763975	1.16039263735707	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FE-A235	-2.23912380870051	-4.19044295565939	-2.14374176239392	-2.32099720615025	-3.09046644243802	-11.9379916608789	-9.45364414629452	-8.35129443890282	-8.89040031133761	1.67028596091731	-6.55031788410519	1.19113483311399	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FE-A236	-3.47806801583275	-4.37482104005141	0.527211607055908	-2.2132619744588	1.08620016540178	-21.8804522384283	-7.53727676119053	-8.28376184806823	-8.57352755652383	-6.60015380652011	-6.36741191691182	1.22083255646684	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FE-A237	1.25396680291495	1.70744922656608	0.474687247065005	-1.93039591297255	-3.39864265911017	-9.36894894324504	-7.90048633804674	-7.0959328891395	-7.34898936960664	-3.3261933631702	-4.61652117544552	1.40584914102783	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FE-A238	1.13317642694211	1.91678168989512	0.837256989627108	-1.95023910460167	1.11055544295166	-12.4839039166464	-7.07643560514113	-5.34588443935674	-7.18992723641138	-3.00510578700243	-4.75658614518709	1.25713041874134	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FE-A239	-7.48840150896989	-8.21844643200322	-11.8251852243572	-6.97186155407305	-12.499044279818	-33.2440709636521	-9.76661420888958	-8.8531792341576	-6.53477305184876	-7.78861812964628	-6.67706960067631	-5.9767517532695	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FE-A23A	3.06543399950464	3.5996605586335	2.66564800926951	4.89340982305175	3.18014129707008	-8.26192784919043	-6.87311052846414	-4.61135475495617	-7.4634511147541	1.59404373074186	-3.86355641300497	4.02219609047821	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FE-A3PA	-1.79836188923052	-3.29849145305699	0.393177405906476	-2.58897402121981	-3.38210700731873	-14.7629699919618	-8.16363585196478	-7.2365971637552	-7.80527272077497	1.57896738508207	-6.54310729006291	1.49111425364904	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FE-A3PB	1.95897054130056	2.15249562614207	1.49634835429177	2.51527415345556	1.64001876465026	-8.16312007424488	-7.99515548830809	-4.9561856670697	-8.83613299441013	1.80723301763489	-5.18742650030222	1.86238921585173	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FE-A3PC	0.671667694457153	-3.00401070337855	0.517244180212587	-2.39568368389184	-2.13235577227377	-11.6717639804868	-8.46525822096279	-6.2978104850701	-8.1008787533221	1.53558485798839	-6.1451662710055	1.17704156592487	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FE-A3PD	1.34617013666269	2.10579056010672	1.1834132466417	3.19150341443516	1.44479511252463	-7.35246866828126	-5.26968835143106	-5.92037020825367	-6.46615192955938	1.049338760502	-5.55320431161848	1.66813302707262	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FK-A3S3	0.772820051543762	-3.3694955767877	-3.61184162277494	-2.70360574748502	-3.95276216144649	-19.2078708419836	-8.23378561644158	-9.1242463374238	-8.66559710855817	-4.94345996313158	-7.89478084521506	1.5161312102844	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FK-A3SB	-3.18005144782321	-3.98289369484808	-6.45117146647068	-3.05902858585163	-6.13622449986038	-19.3886025590069	-8.80673991902864	-9.54361899731109	-7.8183273580488	-4.50525873194405	-6.54465525939438	1.79538372823685	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FK-A3SD	-7.36489725313654	-7.37800270265006	-10.4810395227801	-5.53717573911897	-11.6024547689272	-27.915766090222	-9.78164695594781	-12.5481184359097	-8.29329878849826	-7.75183405179759	-8.33044404781894	-3.99235486600983	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FK-A3SE	-2.44585472601733	-3.22396741127873	-6.00864271814699	-2.812988465623	-5.72303714627015	-12.0226893724272	-8.65509866868722	-8.71267293574903	-7.37633249895754	-3.25909927230893	-5.87225624608793	-4.24899791999044	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FK-A3SG	-2.10895500411985	-2.61763868355579	-4.67077319592562	-2.56552396861185	-4.30551106078332	-10.470959078379	-8.27172731578189	-7.04923757365597	-7.39857758336327	1.05846374107712	-5.77364331653727	-2.34173490834931	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FK-A3SH	-5.6797336268497	-6.12347815163926	-7.87430831333225	-5.01842454467218	-8.09272733879951	-25.9422468097278	-9.65504382013368	-9.47382518582297	-8.82739559656051	-4.82818501361641	-7.31204103779992	1.37312001118495	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FK-A4UB	-2.01141551886169	-3.42961838744763	-2.32137129964256	-2.74686215766626	-3.35987419070258	-18.7041628684099	-9.1179821821761	-7.72118248476408	-8.17124292327541	1.26911716570311	-6.91077716392051	1.23516453915504	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A2QD	-4.85684447285823	-4.10031979634347	-8.38714423132609	-3.93638124193091	-9.64574946609789	-25.8376067442592	-7.4461359239384	-10.3058334600846	-6.82465307998417	-7.79166705127277	-6.56482813206804	-4.61129540055648	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A3BL	-2.25784113372764	-4.02207616282178	0.609459133609496	2.25276218766	0.833630116047742	-21.1111183379433	-7.79652392710691	-9.23642470917993	-7.30217163137961	-7.25707202862418	-5.98409412857726	1.10737312920876	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A3I4	0.634963139883036	-3.19762355218021	0.481871023571868	-1.96698853881666	-2.9220411030753	-11.630029352276	-9.59915185148592	-7.85660540530658	-9.31390409004866	2.09599418269804	-5.95951001574522	2.145151044763	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A3I5	1.87482671417079	2.18699290256558	0.664988568316661	2.6675382394005	-2.13533506604897	-15.3045127350907	-6.28660372468655	-5.79354108516114	-6.02978995060076	-5.60891113380971	-5.13868793225252	1.75389560481115	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A3NM	-3.87625209459742	-4.81184138149656	-5.65289857072811	-3.50716415280979	-6.48200853923224	-28.0649611761974	-8.79574103542878	-10.6051389550344	-7.67507404354182	-7.03259506101989	-7.21008388493101	-1.66538194114734	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A3NN	1.33083598837212	1.94079619811349	0.491531877233298	-2.20523745144537	-2.17359286455791	-7.82438650747842	-5.95142565331011	-7.23529367123228	-6.66566967488328	-3.28092489834379	-4.40944541493135	-2.61624548704653	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A3NP	-3.6514393792016	-4.22330275870909	-6.85046134772558	-4.68674728452553	-7.16210783337208	-24.4530431459281	-9.12668182572945	-11.7099970813771	-8.31326986762788	-5.20876173248735	-6.85430571423615	-2.94215153542338	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A3ON	1.38530138655137	2.49322391228886	1.21865679037311	2.72845417429781	1.23066768046392	-9.8455615597554	-7.67626147032384	-5.53793511033265	-7.06455986010286	1.44076719692576	-5.29675488010218	2.19462186061056	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A3R6	3.51697903004623	4.79655683439545	2.87492622284643	6.22891950003544	3.26406486762752	1.91555026737696	-6.1058927779285	1.32832472432002	-6.28315344866039	2.19976333599928	-3.07756623264718	4.06624818597404	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A3R7	1.06896601084333	1.80656203642273	1.08683496054411	2.4474499065123	0.967803171150448	-10.3427728296398	-7.86685962803845	-7.69403561748131	-7.58415606553534	1.34553969965901	-6.02433912739978	2.52645118617568	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A3R8	1.072272112927	1.73990076994413	0.902681539481081	2.00868411774137	1.18325175129446	-6.58012939969379	-6.4767556853073	-6.5398270709758	-6.42804209730896	1.45265510960377	-4.70322974363677	1.14476616783188	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A3R9	-3.41565284999695	-3.909111170613	-7.12497656848344	-3.20876240798099	-7.26873643316959	-19.2735449319267	-8.6858086259368	-10.9942611057797	-6.70596922934332	-5.42057655544779	-6.56191058004683	-3.47717604894547	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A3RA	0.679643220877852	-2.9820604202412	0.675543848974228	-1.92585552559636	-3.18820726949581	-13.436392564006	-7.62128573003097	-8.66526655434739	-7.7425789259343	-5.54697755531385	-5.65390984478867	-1.82870776631579	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A3TY	1.76115960851867	2.83915801769948	1.1061661013386	2.48180893190276	1.45430281427231	1.76575543046433	-7.90900429000273	-5.28152709098083	-7.6133919129082	2.39202391750238	-4.18269029330339	1.76892279870393	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A3W9	-2.98660877683529	-4.64194374571789	-7.85391514694383	-4.1208269890399	-8.17824440817921	-26.7947644073981	-9.16951274124475	-10.1476587809083	-6.68616460151059	-6.61504296966696	-4.97602992874123	-3.93041463410276	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A3WA	-3.60906924995891	-4.17061882567879	-5.93925495781582	-3.48177112801137	-7.23720032219069	-25.2975988116705	-9.78014068139546	-9.77330005973086	-6.81234376611834	-6.42773802047365	-6.62880441330354	-1.588059271575	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A3YR	-2.8914121985727	-3.62556311294519	0.918863039010379	-2.13559489247302	1.20880915651705	-11.5169140707711	-7.56623152330529	-8.35991744191621	-8.00718649864347	-4.52891408313931	-5.58570500300592	1.12072030048601	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A40K	1.76081681798798	2.02270351015938	1.16570095670158	2.53962754814462	1.18032491515229	-9.20854974835146	-7.74756317487844	-7.3036367640722	-7.31730907553023	1.90720077688027	-5.62944942836242	2.52508710061828	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A40L	0.939387750124278	-3.25164302780376	1.07623446598176	-1.67389943810316	1.20800084922262	-8.998459544837	-7.19640498088872	-6.23666515764379	-6.86938775600953	1.13965507710102	-5.22929099925477	1.06735678747768	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A40M	-7.34224066123796	-7.72455457026337	-9.42826527729779	-5.3719522067482	-10.0878086340807	-30.1954685649356	-11.687730472958	-12.4839618160072	-10.3147042018817	-5.60188568689882	-8.00569467771778	1.17397387903746	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A40N	1.59583802814951	2.30747962043526	1.06553223845801	2.54699013509006	1.34785143205586	-13.5480166758806	-7.7703070024974	-8.00074714509285	-8.17011009766601	-4.24286277183694	-6.3368178391002	1.86136588940492	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A4B0	-4.36260633525081	-4.84792325935783	-6.30905877667027	-4.2265889278129	-5.94583537040057	-14.9156976430352	-8.73776050098175	-8.67645451148813	-6.56270009539848	0.99517915004877	-6.0027447755391	-3.52336525051928	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A4B3	-3.12336353441525	-3.68590316499133	-6.53110391037078	-2.48534879233325	-6.56439838392824	-15.9917566628519	-8.60038308644687	-7.98126617410579	-7.57153584066582	1.1826781508945	-5.13969325125589	-3.28225785368383	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A4B4	1.2560272280487	1.69258665053775	0.720510002176803	-1.85673783378742	-2.96057104639671	-9.69035177305659	-7.97252844475169	-5.59215482582884	-7.84486138756582	1.29175727521161	-5.27841174881793	1.02898939968065	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-FY-A76V	-1.98539233447971	-3.56486562805881	-3.38256374171651	-2.88557591798168	-3.73091108486241	-9.16600867504371	-7.91986948446296	-7.48321321366634	-7.67814655076535	1.14021413415951	-5.45172394410837	1.48622551167116	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-GE-A2C6	1.96107379012703	2.57276200137822	1.77085816230964	-2.77917820160378	2.02265196123996	-14.8722810675993	-8.63751596806275	-5.61776807055183	-8.16700202679618	1.36558772877456	-5.70534766387121	3.11026795323767	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-H2-A26U	3.02980641362473	3.91956118429654	2.99690415381869	5.79083144797021	3.68211031307161	1.92142601488404	-8.04441650180961	-4.75206208867253	-6.79622844468131	2.64523084184756	-3.64251599039639	4.28577239523043	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-H2-A2K9	-3.67448175718142	-4.92902872588805	-7.9456558073616	-2.92560299988243	-7.56863730814922	-26.9190239804844	-7.11302070050483	-7.77923811280474	-6.14829890339391	-7.00926906122966	-4.31381073374865	-2.40167798748167	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-H2-A3RH	-3.18707704771807	-3.74115719034781	-7.76651941206923	-4.52413953710916	-7.64888960957433	-21.0404687585359	-9.83531666462719	-11.0363076769567	-9.02471368738274	1.16331062053891	-6.51208352866036	-2.70564645286201	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-H2-A3RI	1.33469226488533	2.21400263508279	1.0856235497468	2.39310536582234	1.06022691026037	-11.4228595700718	-6.2875738824786	-6.16042922163142	-7.0238477836394	-3.9241658042696	-5.78192165176841	1.59324099747106	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-H2-A421	2.63377209955639	3.277395414568	2.20373098806648	4.15863786376476	2.7007473923931	-8.93159804049145	-7.33217803937848	-5.92170703411455	-7.61418495325988	1.69590996656202	-4.37869276273745	3.29418718159795	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-H2-A422	0.755874847545607	-2.81280941141356	-3.62689489759971	-2.10836486152031	-4.04503283616723	-12.8182823420799	-8.27536272157873	-9.76301540814185	-7.39421293311706	-4.18680252976301	-5.26212793084327	-2.02780322556412	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-IM-A3EB	2.10621405521534	3.1459823778882	1.74817536444563	3.72918988472439	1.90356298221459	-11.1059666429923	-7.32388729722503	-3.6833774437744	-6.88693721482592	1.21879927731206	-4.50601123071987	1.69227377566013	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-IM-A3ED	3.06788085011784	4.29296857373855	1.66195525317373	3.53440315646142	1.73814165300319	-9.92791534395768	-7.65614101315374	-5.1107337077466	-6.86501515420711	1.64030426207578	-4.25985719893922	2.6002859939363	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-IM-A3U2	-4.22690646763258	-4.37545916010996	-4.60135320751701	-2.84578059005038	-4.27058651267848	-17.2565455982228	-9.68272549260504	-9.78112392300964	-8.74185785789632	-3.91769385361637	-7.07139745809915	-2.03625288991851	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-IM-A3U3	1.32776265508823	2.28454898347703	0.822497840962148	2.40193752880517	0.996686780228918	-10.3089362890177	-7.62263819425983	-7.11511523828028	-7.53719552546098	-3.17404605239152	-5.14563116761751	1.53016585065788	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-IM-A41Y	-2.44212034439262	-2.96802775098875	-5.59344686801632	-2.85374546904798	-5.33520216691432	-18.3789747654693	-8.48320457865094	-9.75469410559711	-7.884843600464	-5.09746670402194	-6.48507466221517	-3.31298847554498	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-IM-A41Z	1.11966220014214	1.83763588089382	1.28467978602706	2.93860626619248	1.98669264791992	1.11927563498623	-6.39429986188475	-4.05124369505953	-6.25919882816918	-3.09295822398447	-4.42988568061117	1.3074241058233	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-IM-A420	2.5608742488323	3.15722499795965	2.28518107027321	4.63932671753304	2.75521744150175	-8.80792682200658	-7.87529746506401	-4.56646311081223	-6.9978569010128	1.58136659411516	-4.34810792461499	2.90992874982295	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-IM-A4EB	2.81061132000233	3.5000286260505	1.98636303873895	3.62323839333988	2.13313324056071	-9.0504763567508	-7.46429322687297	-4.91170183017606	-7.32136587491869	2.07592300820387	-4.23876345775475	2.73016153869993	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-J8-A3NZ	1.16849703578918	2.01400103206482	1.18598650248741	2.5564384812867	1.297863211415	-9.01168980601854	-6.59902608919621	-5.3057373595765	-6.62025893747719	-2.87129744953747	-4.43713300830613	1.40197732026378	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-J8-A3O0	-3.12726650889621	-3.55089161099968	-6.39809155606361	-3.59453989332142	-6.36637470773818	-14.4954751886257	-8.02952909695628	-9.00827914957877	-8.25922432685582	1.10790426759864	-6.19965188873431	-1.83603542872028	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-J8-A3O1	-3.16862434453536	-2.39533115857335	-7.57670159254073	-3.34756361522358	-7.37681834430774	-15.1825470780648	-6.30896005239683	-7.50722909187578	-6.17074332581977	-5.48238698243199	-2.82988321387713	-5.3031770068572	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-J8-A3YD	-4.67916385762421	-4.75091173683845	-6.30460214690477	-4.04108395468749	-6.87331983158052	-25.8285641809143	-9.79625879322368	-11.4900176726943	-9.19956739596587	-6.34422216922921	-7.62338782053675	-2.14741239820163	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-J8-A3YE	-5.74873817168471	-6.12758943948293	-5.05877113935779	-3.22666309560717	-6.05578736240314	-23.1381252308595	-6.63201178591065	-8.51764907065693	-6.90287865588814	-8.06640400931447	-5.5867335652476	-4.02351451240859	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-J8-A3YF	2.20531997759704	2.48029666327329	1.62054407269368	3.19681198405367	2.1984271027276	-7.43181150201662	-7.74152758210483	-4.27536014998558	-7.00440511430948	1.53928795133984	-4.04615259716515	2.72058678925124	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-J8-A3YG	1.06906171290248	-3.2227515699026	0.518159537812635	-1.88857277076794	-3.63216529758203	-10.5247334199215	-9.2620713206743	-7.058885717502	-8.18668584037745	1.48812672924471	-5.40046268764694	1.49378434450948	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-J8-A42S	-4.34623714174818	-3.99748732047101	-5.66339808777316	-3.02539315832703	-6.49322931828997	-19.5805437368949	-8.50455569867148	-8.51297531052808	-8.57765043896732	-4.58426627165565	-6.872723376117	1.02709541752377	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-J8-A4HY	-2.12506987127683	-3.67879667093997	0.499116993207076	-2.10917738632483	0.734593885624507	-14.2796074219912	-8.14441960782574	-6.70325218870297	-8.06533248944726	-3.28966579289399	-6.37212891502922	0.975797563464995	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-KS-A41F	-3.57224045103212	-4.78523084019651	-5.82925740844213	-4.25916721393882	-6.17685712841592	-20.443617685569	-9.8688464851379	-9.47333707402044	-7.98002977945695	-4.62183565410211	-6.79676321328484	-2.44582765596571	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-KS-A41I	0.898103094035175	-4.09240506584888	0.531198324534848	-2.35836499532597	-2.29281890365395	-9.89560008116212	-8.86021689501599	-6.03346891672274	-7.35643361375148	2.0930842929899	-5.24481279003245	1.70629477777889	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-KS-A41J	1.2391870952733	2.07094725213243	1.55536020189275	1.90314670392863	1.83973934260096	-9.30098071686294	-5.97431932343295	-4.65115311528755	-6.71523867626944	1.33207969502178	-4.99409729069223	1.15322697348342	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-KS-A41L	-4.81138429207125	-5.85491401584749	-7.98938313640138	-5.49858538172437	-8.69308976208939	-26.3606932372565	-9.66044904428903	-10.2337835160007	-7.73139409409374	-6.46119071172013	-6.97633784462143	-4.0011137283049	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-KS-A4I1	-3.61764087512531	-5.1498806255515	-2.21370007156301	-2.9446407568448	-3.52143879600644	-23.1483914481567	-10.0469610660245	-7.46192453361577	-9.28277697754909	-3.8776628616803	-7.21782476766933	1.7178452571124	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-KS-A4I3	-2.72368947662356	-4.16685593230036	0.659218264420778	1.91449509313052	1.06797085906574	-18.4875764281152	-7.85866617107765	-8.01709197738508	-8.04555127991862	-6.96411304687139	-6.58372833790247	0.968200361895128	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-KS-A4I5	-2.52980280635552	-3.49799986379828	-6.6770858355768	-3.48185439047009	-5.483317695245	-14.1356437417665	-8.15730919665126	-7.80168095681782	-7.36049805421878	1.32540037121081	-6.23272736639226	1.20867411117244	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-KS-A4I7	0.670919682521932	-3.06489319597594	0.646561810080175	-2.27509536294548	1.02847433593372	-11.8986348887313	-7.74308806794306	-7.47657795728415	-7.73138719640766	1.40093703462446	-6.75646346651816	1.54808647368037	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-KS-A4I9	0.986205142519068	1.84436683308099	0.665734576010189	2.23322323562967	1.09806549074514	-9.47743167213033	-6.87944262304009	-7.1129993832973	-6.90554231153034	1.39630148511944	-5.07435311931148	1.11731523537358	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-KS-A4IB	0.889570833102465	1.27190851995179	-4.41784955797323	-2.95350077753766	-4.26625294489614	-14.3741595632572	-7.73112728735684	-8.47550266237948	-6.81127228090505	-4.22209894402874	-5.56801717983513	-3.27671362011968	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-KS-A4IC	0.921894251195806	-3.06500443700166	0.591593900022278	-2.09655137993844	1.04849352833713	-12.9813583667712	-8.14315470145645	-8.39242583509074	-8.64972735401139	-3.20108240150406	-7.03829952721506	1.13676313139333	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-KS-A4ID	3.26173094183575	4.21439969838754	2.37350132224631	4.46413021805164	2.66886750128432	1.63183604650407	-6.97509345874248	-4.14161606850811	-6.41823801253504	2.37117613227862	-3.83118999731797	3.06484471607996	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-L6-A4EP	-3.42288332309211	-4.07471046874038	-3.26779690354771	-3.16187140116442	-3.86599676732473	-15.9090257312609	-9.7698169223342	-9.06109383350743	-9.01088280749754	1.47926569368999	-6.94185624460917	1.05922866838315	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-L6-A4EQ	0.64815271840056	-3.26857819745717	-3.75564063605181	-3.10368913000108	-3.17303736439114	-18.9692932207757	-9.09099897390726	-9.25337318518098	-8.46592382100847	-3.66749575525568	-7.10271940370122	1.36732855130741	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-L6-A4ET	-4.25256725717893	-5.15229515063859	-4.72861371524555	-4.2075076728778	-5.15864346015299	-27.1084885625776	-9.6540509694192	-10.4645166625632	-9.28332518272601	-7.54505623056734	-8.21532473085301	1.22742784711121	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-L6-A4EU	0.92649694665497	1.6897217738395	1.06464545084118	-1.78045366423075	-3.07580083721561	-7.21354293876808	-7.84467676550688	-5.88782510767311	-7.46587802276282	1.70412361598952	-5.25349991456443	1.0209957794047	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-MK-A4N6	1.91278785331675	3.00221382902244	1.76708668201825	2.90506649225336	2.09434810487573	-8.76789472998638	-6.28086643812289	-3.33936775259042	-6.12865459353288	1.71091759717649	-3.52148102579134	1.30774167507241	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-MK-A4N7	-3.17980242022648	1.33038064879122	-5.78537907682915	-3.12333490255074	-5.6896274539885	-19.4065160521714	-8.11826480098011	-8.89230105702408	-7.04920852441959	-5.4329999954062	-6.24772976214479	-2.38866951220427	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-MK-A4N9	-3.52136390501253	-3.70437283541895	0.476004833857694	-1.95511421868781	-2.70317879563615	-24.5130479720703	-8.5921069270902	-9.00861984795231	-8.28146391289355	-6.88343285080306	-7.99576415748757	1.90146443718706	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-MK-A84Z	-5.06670675121413	-5.98544650180704	-5.75197200856715	-3.63974598353573	-5.35181582878958	-22.9365259525617	-8.89380693470701	-9.54747787148222	-8.21128030980957	-4.7982240720587	-7.40130477872978	-2.28340238674797	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-QD-A8IV	1.33386230427136	1.95627907261401	0.56398905311118	1.8691820991895	1.1836766081535	-17.3497421994385	-7.53733126318092	-7.62822925141164	-7.0946949485561	-5.83772901383719	-5.67074866466151	1.30924892475737	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-DE-A4MD	1.47374481667374	1.25415788665137	-4.03100849939641	-2.3264415059241	-3.75767671143298	-17.1093562042091	-9.08238793519963	-8.08997663548257	-8.40822995336463	-4.85535605472718	-5.67295252205746	0.743796301952547	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-EM-A2CS	-5.79429986003053	-6.44834779149488	-8.5301060132219	-5.49734732657326	-7.90956302392417	-24.7861041192893	-9.29099289091199	-10.1100841990219	-8.22483787366588	-4.16786884519789	-7.00047606832256	-4.05271814981281	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-EM-A2P1	4.42205977423609	6.03800723195213	3.27141198419428	7.90409625801252	3.75325977457121	2.56854222199933	-5.89664158057464	1.52489700327181	-5.48433815003691	2.25962221374841	-2.00509244078739	4.71475880130068	0	0	0	0	0	0	0	0	0	0	0	0
THCA__TCGA-EM-A3FQ	1.9899357631949	2.07061969669794	1.34248363054766	-2.25166651163506	1.50540514111882	-9.4698698312532	-7.92289286504918	-6.19376605451436	-8.20672729781069	1.69817483849216	-5.58537578420555	1.95394825164316	0	0	0	0	0	0	0	0	0	0	0	0
